age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
31,Self-emp-not-inc,127610,Bachelors,13,Separated,Prof-specialty,Wife,White,Male,0,0,40,United-States
26,Private,292353,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States
23,Self-emp-inc,306868,Bachelors,13,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
37,Private,166744,Assoc-voc,9,Divorced,Other-service,Unmarried,White,Male,0,0,12,United-States
32,Self-emp-inc,360689,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Dominican-Republic
35,Without-pay,190895,Masters,14,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,United-States
24,Private,54560,7th-8th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
42,Private,196797,5th-6th,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,38,United-States
30,Private,296538,9th,5,Divorced,Farming-fishing,Own-child,White,Male,0,0,30,United-States
32,Private,183470,11th,11,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,42,United-States
29,Private,114158,Assoc-acdm,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
33,Private,185336,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
27,Private,292472,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,Cambodia
33,Local-gov,224185,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,135267,10th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
31,Private,196025,11th,16,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,60,China
44,Private,67779,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
56,Local-gov,137078,Masters,14,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,40,United-States
35,Private,110402,11th,7,Married-civ-spouse,Sales,Wife,White,Male,0,0,35,United-States
27,Private,271714,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
32,Self-emp-inc,185480,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
52,Self-emp-inc,175339,Assoc-voc,13,Widowed,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
51,Private,299831,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
27,Private,172009,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
69,Self-emp-inc,69209,11th,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,30,United-States
34,Federal-gov,159442,HS-grad,9,Married-AF-spouse,Prof-specialty,Not-in-family,White,Male,0,0,37,Ireland
38,Private,111128,Some-college,10,Married-AF-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States
39,Private,342768,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
38,Federal-gov,296125,1st-4th,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,30,United-States
34,Private,251421,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
59,Private,168145,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
62,Federal-gov,202056,HS-grad,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States
28,Local-gov,175796,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
29,Self-emp-inc,162298,Bachelors,13,Separated,Sales,Husband,Black,Male,0,0,70,United-States
22,Self-emp-inc,120753,Masters,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States
37,Local-gov,269300,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Other,Female,0,0,27,United-States
23,Private,565313,Some-college,10,Married-spouse-absent,Other-service,Own-child,Black,Male,2202,0,80,United-States
50,Private,49340,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
27,Private,84433,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
30,Private,132565,Some-college,10,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,40,United-States
51,Self-emp-inc,173987,Some-college,9,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,India
28,Private,189186,11th,11,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States
39,State-gov,33975,Bachelors,13,Married-AF-spouse,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
33,Local-gov,289716,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,England
56,Private,318450,Doctorate,14,Married-spouse-absent,Sales,Husband,White,Male,0,0,80,Yugoslavia
34,Private,46746,7th-8th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,30,Trinadad&Tobago
38,Private,159179,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
48,Without-pay,149640,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
57,Private,185072,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica
37,Local-gov,138940,9th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Greece
44,Private,240448,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States
40,State-gov,63503,5th-6th,13,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States
36,Without-pay,328466,Preschool,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Cambodia
55,Local-gov,223594,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,7688,0,40,Puerto-Rico
51,Without-pay,302579,12th,9,Married-AF-spouse,Other-service,Other-relative,Black,Female,0,0,30,United-States
43,Local-gov,174395,Masters,14,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States
17,Local-gov,246308,11th,7,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,20,Puerto-Rico
26,Private,318644,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
46,Private,35969,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States
55,Without-pay,98746,Masters,10,Widowed,Tech-support,Husband,White,Female,0,0,50,Canada
25,Private,194897,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,6849,0,40,United-States
23,Private,189832,Assoc-acdm,12,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,United-States
64,Local-gov,199298,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,0,0,30,Puerto-Rico
65,Local-gov,111916,1st-4th,15,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,10,United-States
35,Private,133454,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
56,Without-pay,226985,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
45,Private,106061,11th,7,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,70,United-States
52,State-gov,314627,Prof-school,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
60,Private,174486,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
38,Self-emp-not-inc,166497,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,60,United-States
53,Self-emp-inc,108815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
29,Private,214689,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,England
23,Private,234663,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
48,Private,278530,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
24,Local-gov,452640,Prof-school,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,14344,0,50,United-States
82,Local-gov,220667,Doctorate,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
19,Without-pay,237848,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,3,United-States
37,Private,211494,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1980,55,United-States
36,Private,66173,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,50,United-States
26,Private,198801,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
25,Self-emp-inc,218667,5th-6th,3,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
31,Private,337505,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan
25,Private,257562,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
28,Private,138283,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
41,Private,176452,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Peru
63,Private,216413,Assoc-acdm,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
46,Without-pay,58683,9th,13,Divorced,Exec-managerial,Husband,White,Male,15024,0,55,United-States
34,Federal-gov,52537,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United-States
38,Self-emp-not-inc,146042,Bachelors,13,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,3103,0,60,Cambodia
29,Self-emp-not-inc,141185,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States
26,Private,331806,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,37,United-States
31,Without-pay,149507,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,38,United-States
17,Local-gov,91931,11th,7,Never-married,Sales,Own-child,White,Female,0,0,23,United-States
49,Private,140782,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
47,Self-emp-not-inc,229394,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States
29,Private,319998,9th,5,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
57,Self-emp-not-inc,112772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
29,Private,363425,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
45,Federal-gov,177543,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States
28,Private,274679,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
41,State-gov,106627,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States
43,State-gov,114191,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
17,Private,160029,9th,7,Never-married,Sales,Own-child,White,Female,0,0,14,United-States
35,Private,227571,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
19,Private,104830,7th-8th,4,Never-married,Transport-moving,Unmarried,White,Male,0,0,25,Guatemala
39,State-gov,144860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,427744,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
51,Private,190762,1st-4th,2,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico
54,Local-gov,32454,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,0,0,60,United-States
37,Private,256636,Prof-school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
43,Private,484861,Some-college,10,Separated,Craft-repair,Husband,White,Male,4064,0,38,United-States
19,Private,101549,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
24,Self-emp-not-inc,161508,Bachelors,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Puerto-Rico
34,Private,347166,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
51,State-gov,189762,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0,0,15,United-States
48,Private,46677,1st-4th,12,Divorced,Exec-managerial,Husband,White,Female,0,0,42,China
47,Self-emp-inc,97842,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States
29,Self-emp-not-inc,193125,10th,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
42,Private,199018,12th,9,Widowed,Protective-serv,Husband,White,Female,0,0,55,United-States
64,Private,130525,5th-6th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30,Local-gov,48542,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
35,Private,233571,1st-4th,9,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States
22,Private,279802,Some-college,10,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,3,United-States
31,Private,93106,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
39,Self-emp-not-inc,348521,Some-college,10,Separated,Farming-fishing,Husband,White,Female,0,2415,99,United-States
29,Private,206250,Assoc-voc,9,Never-married,Craft-repair,Husband,White,Male,0,0,45,United-States
30,Private,69235,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan
35,Private,106028,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States
30,Self-emp-not-inc,55912,Doctorate,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
31,Self-emp-not-inc,197193,HS-grad,9,Married-AF-spouse,Other-service,Not-in-family,White,Male,0,0,27,United-States
26,Without-pay,188626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,48,United-States
23,Self-emp-not-inc,325596,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
68,Without-pay,198554,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,20,United-States
61,Self-emp-inc,139391,Preschool,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,1902,35,United-States
17,Local-gov,175587,11th,7,Divorced,Protective-serv,Own-child,White,Male,0,0,30,United-States
51,State-gov,87205,10th,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States
27,Private,240809,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States
51,Private,266336,HS-grad,13,Married-civ-spouse,Protective-serv,Wife,White,Male,0,1902,50,United-States
37,Private,184964,Some-college,14,Married-AF-spouse,Other-service,Not-in-family,White,Male,0,0,45,Portugal
38,Private,108293,12th,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
50,Private,176215,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,56,Italy
38,Local-gov,37931,HS-grad,9,Married-AF-spouse,Protective-serv,Husband,Black,Female,0,0,40,United-States
24,Federal-gov,493732,1st-4th,2,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,Mexico
41,Private,163287,Bachelors,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,48,United-States
38,Private,200904,Assoc-acdm,13,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,30,United-States
25,Private,121102,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,30,United-States
33,Private,183778,11th,9,Divorced,Exec-managerial,Wife,White,Male,0,0,40,United-States
47,Self-emp-not-inc,188610,5th-6th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
36,Private,166509,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States
49,Without-pay,36601,10th,9,Separated,Craft-repair,Husband,White,Female,0,0,40,Canada
40,Federal-gov,222596,HS-grad,13,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0,0,60,England
49,Private,191821,Assoc-acdm,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States
61,Private,202952,Assoc-voc,6,Divorced,Other-service,Wife,Black,Female,0,0,24,United-States
41,Private,217455,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
35,Private,147638,HS-grad,9,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Yugoslavia
28,Private,212588,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
40,Self-emp-inc,179533,Assoc-voc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States
32,Private,236415,Assoc-acdm,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
44,Self-emp-inc,172837,Doctorate,9,Married-AF-spouse,Adm-clerical,Husband,Black,Male,0,0,52,United-States
27,Self-emp-inc,211215,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States
31,Private,109428,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,40,United-States
33,Private,264936,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
33,Local-gov,132601,Assoc-voc,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,55,United-States
41,Private,222142,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,3464,0,40,United-States
48,Local-gov,501671,7th-8th,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,48,United-States
38,Federal-gov,220783,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
27,Self-emp-not-inc,279580,Bachelors,13,Married-spouse-absent,Armed-Forces,Not-in-family,White,Male,10520,0,45,United-States
28,Private,264498,Doctorate,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Puerto-Rico
22,Private,109815,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
37,Private,186009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,60,United-States
31,Private,119033,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States
19,Private,96483,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
24,Private,283896,HS-grad,9,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
49,Without-pay,122177,Some-college,10,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
