ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
16072,50000,B,<nil>,C,35,A,A,A,A,A,A,40506,41742,43157,14510,14963,16580,5000,3000,2000,500,2000,5000,A
14066,60000,B,D,C,38,A,A,A,A,A,A,26583,24825,23027,12947,390,700,1864,1206,259,390,700,13628,A
26910,290000,B,D,C,40,A,A,A,A,A,A,135527,134414,140607,131933,135606,132906,8000,10000,5000,6000,4700,5000,A
26961,110000,B,<nil>,C,37,A,A,A,A,A,A,107793,102676,103276,67886,39457,39424,4010,4431,2700,1500,1500,1600,A
8676,290000,B,B,C,28,A,A,A,A,A,A,42601,34927,32034,29620,29822,28502,5000,6010,5000,1200,2000,901,A
12039,260000,B,C,C,28,A,A,<nil>,A,A,A,154489,143383,132873,122528,111409,100032,6000,5000,5000,4000,3600,5005,A
18195,450000,B,D,C,38,A,A,A,A,A,A,322402,301522,290124,281667,289459,262269,15000,11000,10013,20000,30000,30000,A
1316,140000,B,B,B,48,K,B,K,C,H,A,1600,5012,4739,4739,0,0,5012,0,0,0,0,2770,B
19640,90000,B,<nil>,C,31,A,<nil>,A,A,A,A,20052,79532,79872,80662,80740,83275,59872,2200,2700,2000,4000,2200,A
14705,50000,B,B,C,32,A,A,A,K,G,A,20542,10858,0,777,793,26793,1411,0,777,16,26000,1000,A
6077,120000,B,C,C,68,A,A,A,C,A,A,125406,123819,122209,122047,122019,130079,4400,4436,4370,4440,12600,4500,B
25930,140000,A,D,B,48,K,K,K,K,I,I,0,0,0,0,959,0,0,0,0,959,0,0,A
16070,140000,A,B,C,33,K,K,K,K,I,I,316,316,13816,316,316,316,316,13816,316,316,316,316,A
4942,50000,B,C,C,31,A,A,A,A,A,A,20451,20426,19894,20294,20145,20175,1600,1600,1000,900,1000,1000,A
6468,200000,A,<nil>,C,27,K,K,K,K,I,I,-36,7203,5360,4481,10330,5599,7239,5395,4503,10381,5627,4935,A
13121,80000,A,D,C,46,A,A,A,A,A,A,44302,45311,46321,47259,48230,49351,1192,1202,1135,1165,1326,2204,A
8331,400000,B,B,C,41,A,A,A,A,A,A,8,1274,19143,20305,22063,20695,1274,19143,1305,2063,1695,195000,A
9561,110000,B,C,C,27,A,A,A,A,A,A,91538,84348,78925,49341,50289,44221,3354,2745,2341,1959,5000,3000,A
26913,80000,A,D,B,38,A,A,A,A,A,A,79135,75786,76280,71790,49835,48880,3006,4009,3006,1879,2000,2144,A
6244,120000,B,B,C,36,A,A,A,A,A,A,84171,76025,78068,78589,77213,82567,3438,4000,12242,0,6894,0,A
8307,200000,B,B,C,36,J,J,<nil>,J,J,A,0,0,0,932,2469,0,0,0,932,2487,0,0,A
5004,80000,B,D,A,48,A,A,A,A,A,A,44508,43709,52660,48532,44469,45068,1785,10000,1541,1610,1604,1485,A
27724,50000,B,C,C,24,A,A,<nil>,A,A,A,23497,24197,25226,26238,26760,27318,1395,1424,1436,958,989,1128,A
7102,180000,B,B,C,33,<nil>,K,J,J,J,A,1246,1845,471,471,248,335,1845,471,471,248,335,200,A
11609,80000,A,F,B,43,A,A,A,A,A,A,24621,23948,24751,26493,25936,26304,0,1500,2150,0,944,2000,A
19531,100000,A,B,C,34,K,K,K,K,I,I,1919,1831,163,1028,0,0,1831,163,1028,0,0,0,A
12508,80000,B,B,C,24,A,K,J,C,J,A,48578,50789,54936,55735,56699,55632,3000,5000,2300,2000,0,2500,A
21601,50000,A,C,C,23,I,C,A,F,A,A,43634,0,0,0,0,0,0,0,0,0,0,0,B
25631,230000,B,B,C,30,A,A,A,A,A,A,64062,56716,30038,22872,22567,21973,5000,3000,3616,3000,2000,0,A
25836,280000,B,C,C,45,A,A,A,A,A,A,159633,149747,138933,128216,216598,103119,7000,6500,6500,3994,4000,3500,A
20693,50000,B,<nil>,C,29,A,A,A,A,A,A,13200,12930,12684,12050,11005,9952,1506,1521,1148,364,355,390,A
26246,130000,B,<nil>,C,30,A,A,<nil>,A,A,A,114838,111226,104301,84132,79043,78205,4224,4415,3600,5800,2000,2005,A
20037,360000,B,B,C,44,J,K,J,J,J,A,1715,3662,12595,223,222,490,3680,12657,224,223,492,494,A
28352,30000,B,D,C,44,A,A,A,A,A,A,25957,28914,29754,28583,29739,28412,3400,1600,0,2220,0,1100,A
27629,70000,B,D,C,24,A,A,A,K,A,A,8391,10242,11026,2342,2390,0,2000,1000,2342,48,0,0,A
21309,20000,B,E,C,55,A,B,A,C,A,A,69257,70055,18997,10404,11170,380,2400,1833,1100,2300,0,400,B
16669,60000,B,C,C,44,A,A,A,A,A,A,59331,54989,53898,54960,56054,55263,2000,2000,1962,1974,2159,2100,A
25091,400000,B,B,C,66,A,A,A,A,A,A,279579,258070,77910,61440,44590,12270,10700,47000,1500,0,0,0,A
22903,180000,B,B,C,27,A,<nil>,A,A,A,A,2381,28048,25900,22964,21878,13715,28100,1743,1200,2000,2000,0,A
26152,200000,B,F,C,42,A,A,A,A,A,A,149351,108152,87537,67974,35003,35736,3925,3683,2947,1253,1297,1305,A
23085,180000,B,B,C,33,J,J,J,J,J,A,8492,5199,9973,10069,13190,20127,5199,9973,10083,13279,20127,9422,A
6106,50000,B,C,C,47,A,A,A,A,A,A,50732,50713,45549,40043,39844,39599,2000,2106,1600,1606,1581,2000,A
28745,150000,B,<nil>,C,30,A,A,A,A,<nil>,A,114797,117393,120002,122013,131426,134676,4500,4500,4000,11000,5000,3500,A
10802,50000,A,C,C,36,A,A,A,G,A,<nil>,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,B
19475,270000,A,C,B,33,K,B,A,D,I,<nil>,7780,7365,3097,48546,47250,46649,2228,0,48546,2000,3000,3000,B
7736,30000,B,<nil>,C,28,A,A,A,A,A,A,36541,17625,26243,25829,-175,664,5000,11000,3000,2000,1500,0,A
2803,50000,B,G,B,46,K,K,J,I,J,A,48677,39756,30000,0,0,0,2000,3000,0,0,0,0,B
25990,270000,B,<nil>,C,35,A,A,A,A,A,A,60227,61650,0,248,163248,163412,3000,0,248,163000,5925,4782,A
26347,230000,A,B,B,28,A,A,<nil>,H,A,A,207128,195825,199659,157434,160009,155825,6300,9264,6116,6128,5765,5956,B
21896,230000,B,C,C,25,A,A,A,A,A,A,14330,222761,197630,172058,174123,178052,232557,0,7556,6219,6721,7074,A
2055,50000,B,C,C,55,A,A,A,A,A,A,50528,50541,49345,20238,18646,19034,2100,1305,1201,663,684,652,A
15560,10000,B,C,B,37,A,A,A,A,A,A,8487,9003,0,390,4555,5165,2008,0,390,4555,1000,6810,A
25558,100000,B,D,C,46,C,K,C,C,B,A,80402,86137,84998,85627,78245,79929,8000,1100,3000,3000,3100,3100,A
19719,150000,B,B,C,28,K,J,J,J,J,A,58322,36865,32311,12791,390,1508,36865,32311,12956,390,1508,2224,A
15119,370000,B,C,C,55,A,A,A,A,A,A,360546,369909,370605,366054,310869,311284,15901,13603,13500,11014,12024,16027,A
9602,140000,B,D,C,24,A,<nil>,A,E,A,A,20923,19713,19385,19244,17185,36377,1633,1600,800,1753,20000,938,A
21745,150000,B,B,C,23,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,A
1271,50000,B,D,C,57,A,A,A,A,A,A,49017,50690,47487,48319,48449,49656,2500,2000,2000,1746,2000,1800,A
29784,90000,B,C,C,30,A,A,A,A,A,A,45271,44247,45287,46332,49715,48788,0,2055,2100,4476,0,3800,A
4853,60000,A,B,C,23,<nil>,A,A,C,A,A,28831,28024,24215,6000,7568,7568,0,1050,0,1568,0,6729,B
9884,280000,B,D,C,41,A,A,A,A,A,A,40483,42538,44561,45450,46715,47642,2718,2741,1630,2000,1705,1572,A
9821,20000,A,C,C,26,C,C,C,K,B,B,36060,31741,30013,25938,28447,24288,0,2600,0,6500,0,0,A
28633,100000,B,D,C,41,A,<nil>,A,A,A,A,70202,70978,70814,69786,68116,62652,2548,2687,2997,2147,2369,2434,A
9864,290000,B,D,C,47,A,A,A,A,A,A,281950,263710,262786,254495,247060,220298,11900,11000,7900,9050,6900,6000,A
7915,450000,B,<nil>,C,37,A,A,A,A,A,A,71985,85047,74354,57628,57381,14870,15000,1879,20000,20000,5000,50893,A
8749,140000,B,C,C,37,A,A,A,A,A,A,136650,137562,141347,134503,137015,136581,5420,6500,5000,5200,5100,5000,A
1664,500000,A,C,B,36,J,J,J,J,J,J,-312,-2479,2479,2479,763,288,0,4958,0,763,0,14472,B
15216,160000,B,B,C,28,K,K,J,J,J,A,1049,2058,2164,3975,3720,5668,2060,2164,2000,1500,2000,1737,A
26637,30000,A,C,C,24,C,K,K,K,B,B,5857,20190,18794,6650,6118,2235,18794,0,6650,0,0,13000,A
10405,210000,B,<nil>,C,30,A,A,A,A,A,A,45998,47107,50999,51884,50926,54404,2150,5000,2020,0,4500,2000,A
20389,20000,B,C,C,23,A,A,A,I,A,A,16771,19403,18541,19254,19456,19323,2919,0,1298,1000,692,766,B
15221,140000,B,C,C,31,B,B,A,A,A,A,-53,-53,1117,0,0,0,0,1170,0,0,0,278,A
3788,200000,B,G,C,37,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
21414,240000,B,C,C,34,A,A,A,A,A,A,65883,66386,67444,68461,69423,70843,3000,3038,3057,3000,3000,3500,A
6833,70000,B,<nil>,C,26,A,A,J,K,J,A,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,A
4742,210000,B,C,C,43,A,A,A,A,A,A,47025,45456,44048,15398,8657,3180,2300,1326,400,230,100,112136,A
14427,470000,A,G,B,33,K,A,A,A,A,A,1260,2516,181,3011,2891,3502,2530,181,3020,1804,1517,1958,A
9401,50000,B,B,B,34,<nil>,A,A,C,A,A,44849,41873,28077,18291,16886,27476,2550,1636,1000,1000,1000,1000,B
18012,50000,B,C,C,37,A,A,A,A,A,A,48566,48206,48659,47248,48241,49196,2088,2120,1750,1700,1800,2023,A
15240,130000,B,D,B,34,A,A,A,A,A,A,124777,133265,129713,129883,122349,101415,12000,0,5100,4820,3844,4500,A
18462,120000,B,<nil>,C,24,A,A,A,B,A,A,89240,87970,82837,73297,73084,68697,8000,3500,3500,3000,3000,3000,A
14046,200000,B,B,C,33,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,A
16582,20000,A,D,A,29,F,C,<nil>,C,C,C,1800,1800,1800,1800,1800,1800,0,0,0,0,0,0,A
11027,50000,A,D,D,25,K,K,K,J,I,J,40181,66569,19281,18679,12980,8592,1500,2400,5700,8000,3062,1000,B
9283,280000,B,A,C,49,K,J,<nil>,J,J,A,4792,3410,2295,3105,582,14013,3410,2295,3105,582,14013,4240,A
3121,110000,B,C,C,36,A,A,<nil>,A,A,A,109361,102505,103834,76491,77245,78049,3940,3256,2696,2780,2900,3000,A
6437,50000,B,C,C,26,A,A,A,A,A,A,49713,50581,46567,27211,28274,29005,2000,2000,1000,1500,1500,2000,A
24999,30000,B,D,C,35,A,A,A,A,A,A,28486,28182,26168,23119,23268,29327,2000,3000,5000,3000,7000,1156,A
28573,50000,B,<nil>,C,29,A,A,A,A,A,A,30517,31866,29647,29539,31384,31924,4000,0,3000,4000,3000,4000,A
28522,80000,A,D,C,37,<nil>,F,A,I,H,A,93050,99396,100495,97982,100261,102147,8840,3560,0,3912,3832,3508,B
9726,200000,A,B,C,41,K,K,K,K,I,I,1378,-22,5440,-2,796,1390,0,5462,0,798,1394,3600,A
15096,500000,A,B,D,38,J,J,<nil>,J,J,A,1523,0,0,0,0,0,0,0,0,0,0,0,B
26678,150000,B,B,C,26,A,A,A,F,A,A,13707,12119,121170,27949,23158,67745,16408,96373,28005,5021,50000,4004,A
5000,160000,A,B,A,40,K,K,K,K,I,I,1430,0,715,715,715,865,0,715,715,715,865,715,A
24715,20000,A,C,C,43,C,I,C,F,B,<nil>,5909,8134,7859,9518,9216,10067,2500,0,1800,0,1000,0,A
10807,80000,B,<nil>,C,36,J,J,J,J,J,A,5012,1200,0,1159,0,0,1200,0,1159,0,0,6028,A
2615,200000,B,C,C,42,K,K,J,J,J,A,73032,12928,88930,30000,67861,18929,12928,79365,30000,37861,18929,15004,A
2637,130000,B,C,C,31,A,A,A,A,A,A,70722,69040,70912,63626,59200,38263,0,4130,43,2000,1368,1418,A
14536,240000,A,B,B,36,K,K,K,K,I,I,229,-167,-563,254,-142,344,0,0,1213,0,1032,0,A
14772,20000,B,C,C,37,K,K,J,J,J,A,6372,2818,3734,3826,2110,2054,1100,1000,500,2110,2054,2505,A
10857,200000,B,<nil>,C,31,A,A,A,A,A,A,2126,99787,194779,194179,164444,83277,99787,100000,0,83277,0,77325,A
11824,460000,B,<nil>,C,28,A,A,A,A,<nil>,A,460609,427584,373370,285926,264644,247298,18138,15481,10000,9072,8945,8567,A
7678,20000,B,<nil>,C,23,A,A,A,G,A,A,20030,18808,17080,18293,18752,19195,1600,1300,1500,900,900,787,A
5439,80000,B,D,C,34,A,A,A,A,A,A,78562,56877,57761,58707,56220,60463,2100,2100,2100,2100,5500,5200,A
5991,220000,B,B,C,45,A,A,A,A,A,A,157122,153320,156996,158717,162122,165399,0,7600,5700,6000,6000,12300,A
19142,250000,A,D,B,43,K,K,K,K,I,I,8443,13782,22997,24209,23122,4000,13829,22997,25071,23122,4000,28650,A
17969,450000,A,B,C,34,K,K,K,K,I,I,42713,6496,9341,2857,83527,0,0,9511,20,84000,0,116,A
28824,130000,B,C,C,38,A,A,A,A,A,A,5636,8485,6263,24571,18817,13481,8510,6279,24516,16,34,6,A
12571,120000,A,A,B,27,K,K,K,K,I,I,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,A
21497,500000,B,B,C,34,A,A,A,A,A,A,30376,32715,60927,76088,110294,108964,15000,30007,30000,50000,5000,5000,A
9974,80000,A,D,C,34,A,A,A,A,A,A,59451,29668,22740,13099,6551,0,1834,2124,0,0,0,0,A
9741,50000,A,<nil>,C,33,A,A,<nil>,A,A,A,50094,50461,50994,30521,30242,30193,2479,2412,1162,1199,1223,1199,A
2212,500000,B,B,C,30,A,A,A,A,A,A,416171,437749,460317,472621,484993,496915,30000,30000,20000,20000,20000,70152,A
22330,110000,B,<nil>,C,27,A,A,A,A,A,A,52426,45107,44310,34820,36005,25976,1772,1900,1815,2000,1500,2000,A
22316,120000,A,G,D,30,A,A,A,C,A,A,119511,116086,117580,120041,80578,82280,3,4351,5000,3000,3000,3200,B
27769,30000,B,B,C,22,J,J,J,D,J,A,8066,4869,3781,1991,3951,2612,4869,4000,1991,3951,2612,2668,A
1294,250000,A,<nil>,C,36,A,K,J,E,J,A,6220,27217,6149,26202,6906,3855,27225,6159,25846,0,3855,3876,B
28963,100000,A,A,B,36,K,K,K,K,I,I,905,3450,1195,2775,890,2117,3450,1195,2775,890,2117,1072,A
4897,390000,B,B,C,42,A,A,A,A,<nil>,A,98262,94122,89672,83663,84449,75445,5003,5000,3200,9000,0,5000,A
17196,160000,B,A,C,29,A,A,A,A,A,A,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352,A
7410,80000,B,C,C,48,A,A,A,A,A,A,46495,8241,11000,16000,0,54070,3000,3000,5000,0,54070,5247,A
27050,200000,B,<nil>,B,35,A,A,A,G,J,A,187487,200774,196933,187887,101278,99382,16000,0,6451,9000,0,4000,B
5167,330000,A,B,D,37,K,K,K,K,I,I,8447,-1,176,0,0,0,0,177,0,0,0,0,A
20343,180000,A,C,C,62,A,F,J,K,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
26376,100000,B,B,B,43,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
24399,180000,A,B,A,32,K,K,K,A,A,A,0,144,-35,-35,-335,-335,144,0,0,0,0,0,A
20575,160000,B,<nil>,B,31,J,J,J,J,J,A,3310,2250,1698,-51,-51,-51,0,1005,7,0,0,2821,A
21849,140000,B,C,C,27,A,A,A,A,A,A,124753,101551,93649,89574,90413,90596,3626,4324,3207,4000,3500,3390,A
13382,500000,B,B,C,26,A,A,A,A,A,A,59039,58262,54586,29280,31284,29371,4028,2077,1001,3008,1305,1007,A
1768,70000,B,C,C,26,A,A,<nil>,A,A,A,30139,8241,8398,8864,9301,10702,2000,2000,2000,2000,3000,1500,A
11889,140000,B,C,C,45,A,A,A,A,A,A,36856,27919,24865,22892,50652,47334,1500,1273,607,41774,1712,1563,A
8774,50000,A,F,B,24,A,A,A,A,A,A,48497,49564,19207,18963,19741,19901,2089,1580,1000,1000,1500,1500,B
5280,50000,A,D,C,55,A,A,A,A,A,A,37234,37942,38003,11625,18442,9743,1963,2025,562,339,1200,600,A
5961,340000,B,C,C,52,A,A,A,A,A,A,331508,319742,255166,197695,201907,195961,12100,10000,7000,7000,7000,8000,A
23268,80000,A,C,C,40,A,A,A,A,A,A,79390,79835,81229,82456,82854,80868,3200,4300,3340,3500,2999,3300,A
17941,70000,B,C,A,44,A,A,A,C,A,A,43314,44325,45375,44350,46996,47951,2025,2051,0,3697,1853,1910,B
19977,210000,B,B,C,32,B,J,J,J,J,A,-974,-974,20363,770,0,6138,0,21337,770,0,6138,0,A
17652,400000,B,B,C,41,K,J,J,J,J,A,104083,8,1274,19143,20305,22063,8,1274,19143,1305,2063,1695,A
26340,240000,A,G,B,27,A,A,<nil>,I,A,A,133348,136296,139430,142608,145437,148492,5160,5328,5500,5199,5392,5417,B
23175,390000,B,C,C,45,A,A,A,A,A,A,60082,58694,61735,63337,59693,62776,5000,5000,5000,4000,4000,4000,A
21662,90000,B,B,C,23,B,K,K,K,I,A,3030,0,0,4220,1130,212,0,0,4220,1130,212,298,A
5251,20000,B,C,C,40,A,A,A,A,A,A,6689,7723,8730,8936,8994,9244,1300,1294,500,350,400,400,A
7617,50000,A,D,B,51,A,A,A,<nil>,A,A,55028,50184,50391,19867,20154,18732,3000,1600,1000,1000,1000,1000,B
15557,500000,B,B,C,42,A,A,A,A,A,A,9894,1500,14148,28190,7423,3588,1500,14148,20000,0,0,1715,A
26682,70000,B,C,C,27,K,G,<nil>,E,E,A,64317,59944,30206,0,0,5000,2500,1000,0,0,5000,5862,A
11834,460000,B,D,C,32,A,A,<nil>,A,A,A,89747,89175,102350,134878,162715,203451,5000,15000,35000,30000,43451,20000,A
13813,150000,B,C,C,43,A,A,<nil>,A,A,A,158844,149298,157537,162697,113925,116382,10004,10009,8014,5008,5012,5000,A
16056,200000,B,D,C,46,A,A,A,A,A,A,154875,140376,129962,124282,118956,121449,5216,8000,20000,15653,3793,10000,A
16186,110000,B,C,C,23,A,A,A,D,A,A,37857,39117,34330,12207,71932,73769,2000,3000,1500,71392,3000,3500,A
12561,200000,A,D,B,25,K,K,K,A,I,I,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,A
19339,200000,B,F,C,48,A,A,A,A,A,A,198540,0,0,0,0,0,0,0,0,0,0,0,A
6445,120000,B,C,C,48,A,A,A,A,A,A,116183,116394,113245,48888,40241,49923,5078,2657,978,805,52169,1600,A
24235,220000,B,G,C,31,A,A,A,A,A,A,38386,40726,38597,0,0,0,3000,1000,0,0,0,0,A
25349,80000,A,C,B,26,K,K,K,D,I,I,390,390,390,0,780,0,390,390,0,780,0,0,B
1003,90000,A,C,B,40,K,K,K,K,I,I,4989,-818,1114,657,1332,780,0,2806,2256,2274,780,0,A
19273,360000,B,B,C,32,A,A,A,A,A,A,290543,118479,112746,102611,92290,51489,7288,6079,6091,6227,5055,27486,A
28630,500000,B,C,C,32,A,A,A,A,A,A,405490,417191,429469,431426,440026,449026,20000,19000,12000,9000,9000,443001,A
22133,20000,B,A,C,24,K,<nil>,<nil>,F,J,A,0,890,467,500,0,647,890,467,500,0,647,0,A
17036,110000,A,<nil>,B,24,K,K,K,K,I,I,1183,1362,1352,1867,36986,40053,1362,1352,1867,36986,5000,3000,A
13105,50000,B,D,C,50,A,A,A,A,A,A,50693,43217,32829,26811,24477,24177,1900,1677,900,1023,1024,1016,A
6724,200000,A,B,B,46,C,C,C,C,B,B,73537,71796,80453,58257,97180,95531,0,10000,0,40000,0,15000,B
27004,16000,B,F,C,46,A,A,A,A,A,A,22058,24367,26965,29521,32032,31385,3000,3000,3000,3000,0,2000,A
27087,150000,B,C,C,34,A,A,A,A,A,A,92000,94000,96000,98000,100000,0,2000,2000,2000,2000,0,0,A
12344,230000,B,B,C,28,A,A,A,A,A,A,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,A
19288,270000,B,B,A,35,K,K,J,J,J,A,1636,37,2845,-1000,-1000,-1000,37,3000,1000,0,0,0,A
18971,240000,B,B,C,28,K,K,J,J,J,A,8590,6398,16271,27825,14489,37137,6398,16312,27829,14503,33633,10982,A
14231,70000,A,G,B,47,A,A,A,H,A,A,70798,69923,66375,63639,64973,66391,2500,2350,2300,2360,2500,2300,B
9579,110000,B,D,B,50,A,A,A,A,A,A,109192,106322,67727,47313,47255,47255,4300,3000,2000,1700,1800,1664,A
29961,10000,B,C,C,29,A,A,A,A,A,A,9406,9968,9385,5163,780,0,3009,2000,2009,0,0,0,A
19718,280000,B,C,C,35,A,A,A,A,A,A,5716,0,105082,105908,98380,93649,0,105082,4172,3408,3489,5295,A
23495,110000,B,B,C,32,A,A,A,A,A,A,60558,30900,0,0,0,0,1900,0,0,0,0,0,A
13478,500000,A,B,B,42,A,A,A,I,A,A,38525,6281,12855,18041,286939,286836,6283,12859,18041,292462,10593,12200,B
10855,280000,B,B,C,48,A,A,A,A,A,A,74267,54500,5520,0,0,0,3110,1200,0,0,0,0,A
21899,40000,B,B,C,27,A,A,A,A,A,A,30923,26175,27251,29397,19650,23202,5000,1522,10000,10000,15000,841,A
15940,30000,A,B,B,32,G,C,J,B,<nil>,<nil>,27807,27078,26363,27379,28953,28354,0,0,1758,2332,0,1400,B
17976,80000,A,C,B,42,A,A,A,A,A,A,78216,62890,52973,52328,49214,50245,2115,5004,1834,1562,1621,2196,A
16781,210000,A,C,A,40,A,A,A,J,A,<nil>,1535,2652,179,1326,1326,1326,2652,179,1326,1326,1326,4182,B
15751,90000,B,<nil>,C,23,A,A,A,A,A,A,60374,57829,59492,68365,66832,69248,3000,2600,10000,0,3500,4000,A
11387,20000,A,A,C,23,A,A,A,A,A,A,8693,10045,11776,11776,10886,-1000,1500,2000,0,0,0,0,A
5934,80000,A,D,B,39,K,K,K,K,I,I,715,2012,3550,7529,0,3228,2012,3550,7529,0,3228,0,A
28969,230000,B,B,C,35,J,J,J,J,J,A,0,0,0,0,0,150,0,0,0,0,150,150,A
2954,20000,B,C,C,38,K,K,K,K,I,A,2638,3016,3274,7028,1839,2985,3016,3282,7055,1839,2985,4988,A
29817,80000,A,C,C,42,A,A,A,A,A,A,97841,94992,87801,81545,51338,50826,0,639,0,50918,2000,2000,A
18091,200000,B,B,C,33,K,J,J,J,J,A,1431,1491,1000,9373,185994,188730,1491,1326,9373,192994,7000,7000,A
6957,60000,A,B,C,28,B,K,J,K,J,J,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,A
2738,240000,A,C,C,47,B,K,J,D,J,J,124425,131943,133457,134749,132651,140600,10839,5000,4800,0,10000,5200,B
29502,300000,A,G,C,43,K,K,K,K,I,I,1920,410,5015,2334,3334,3350,412,5459,0,1000,16,2418,A
12521,200000,B,B,C,33,K,K,<nil>,K,I,I,197272,196700,194403,197746,190198,192015,8600,7700,11100,0,5600,5640,B
18047,50000,B,B,C,29,<nil>,K,K,K,I,A,9527,9907,9660,880,990,780,2000,1092,880,990,780,0,A
25421,20000,A,G,C,27,<nil>,E,B,I,I,J,17311,0,0,0,4599,4779,0,0,0,4599,700,0,B
29107,160000,B,D,C,50,A,A,A,A,A,A,1902,14706,706,706,316,1096,14846,1096,706,316,1096,316,A
22182,200000,B,B,C,28,J,K,J,J,J,A,34819,165,1850,1538,165,165,165,1850,1538,165,165,165,A
27702,30000,A,<nil>,C,25,<nil>,B,J,I,B,B,29335,29869,26425,28034,27375,23466,4000,0,4400,0,2000,2000,B
28511,470000,B,D,B,42,A,A,<nil>,A,A,A,219081,285141,408974,361703,318251,310982,70000,140000,13000,11000,20000,8000,A
2858,200000,B,C,C,41,A,A,A,A,A,A,42292,43764,44030,48466,49183,46919,3000,2000,5000,2000,3000,3000,A
4437,100000,B,C,C,49,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,0,A
5107,20000,B,B,D,35,A,A,A,A,A,A,17962,17858,17972,16592,15369,16247,1336,1211,1500,1300,1500,1000,A
25963,330000,B,D,C,31,A,A,A,A,A,A,22285,23111,23622,23253,22525,22419,1700,1700,1700,1000,1000,1211,A
7460,260000,B,C,C,30,A,A,A,A,A,A,34405,52512,52263,52261,52140,52615,20000,1826,1971,2000,2500,2000,A
10658,200000,B,B,C,30,J,K,J,J,J,A,0,0,324,3741,1374,2932,0,324,3741,0,3118,0,A
24684,590000,B,B,B,41,J,J,<nil>,J,J,A,617,1304,35498,0,0,0,1304,35552,0,0,0,0,A
28282,320000,B,G,C,36,A,A,A,A,A,A,396,396,396,596,13386,396,396,396,596,13386,396,396,A
10035,270000,A,D,B,53,A,A,A,A,A,A,239963,224278,196747,108242,72480,36440,8710,8119,4500,3000,2000,131904,B
8130,30000,A,<nil>,B,24,<nil>,C,A,A,A,A,28470,31407,30200,30000,0,0,3407,0,0,0,0,0,A
9352,260000,B,B,C,30,K,K,J,J,J,A,449,1340,0,0,0,0,1340,0,0,0,0,3250,A
20721,210000,B,C,C,34,A,A,A,A,A,A,42617,67734,66612,65799,-41,8208,30020,4043,10329,0,8249,2572,A
2305,80000,B,C,C,26,A,A,A,A,A,A,51751,43280,44234,45276,39808,40598,2000,2000,1668,2000,1453,1664,A
13386,140000,B,B,C,56,A,A,A,A,A,A,138468,93802,94531,96264,98135,100062,4300,3500,3600,3881,4200,3521,A
29605,20000,B,D,C,38,<nil>,A,A,A,A,A,17224,16533,17557,18666,19037,19434,1267,1291,1400,681,703,600,A
4626,500000,B,F,C,40,A,A,A,A,A,A,264961,237006,139311,128095,181304,219929,20078,30141,30000,60000,50000,30000,A
25411,140000,B,B,C,27,A,A,A,A,A,A,128656,126785,129752,132554,268084,137061,6000,6500,6500,5000,5000,5568,A
20280,280000,B,G,C,50,A,A,A,A,A,A,5380,390,1843,1663,-147,-147,400,1843,0,0,0,1647,A
3546,90000,B,C,C,39,A,A,A,A,A,A,20612,21956,23280,23812,24377,24821,1676,2000,1220,1100,1000,1100,A
16071,50000,A,C,C,33,A,A,A,A,A,A,33441,20668,22926,21767,13806,5320,2659,2917,4600,1000,5200,0,A
18008,360000,B,C,C,40,A,A,A,A,A,A,36560,34371,43052,43596,33762,33391,11028,15044,10115,14026,5104,20077,A
26928,140000,B,D,C,37,A,A,A,A,A,A,64372,64937,59133,53193,47352,41627,2300,2200,2000,2000,2000,1500,A
28808,160000,B,B,C,35,K,K,J,J,J,A,335,0,312,7736,7278,7278,0,312,7736,0,0,1470,A
10437,180000,B,C,C,29,A,A,A,A,A,A,85465,95546,93000,93526,66726,42668,11508,0,2340,1850,4000,0,A
19365,30000,B,B,C,36,J,J,J,J,J,A,8839,0,4342,690,0,99,0,4342,690,0,99,0,A
17646,360000,B,D,C,38,K,K,K,K,I,A,1638,3060,0,0,1444,-1382,3060,0,0,1444,1382,0,A
14873,30000,B,E,B,40,K,K,K,K,I,<nil>,1047,447,318,258,0,318,447,318,258,0,318,1991,B
29840,150000,B,F,C,36,A,A,<nil>,A,A,A,216482,220889,133616,136378,139219,142172,5500,3800,3900,4000,4100,4100,A
